Initial Cost	Cost	Total iterations	Partial iterations	k	lambda
456824.0	293364.0	2000	300	25.0	0.01
456824.0	266361.0	3000	300	25.0	0.1
456824.0	342194.0	4000	300	25.0	1.0
456824.0	326396.0	1000	400	125.0	0.001
456824.0	309219.0	2000	400	125.0	0.01
456824.0	295237.0	3000	400	125.0	0.1
456824.0	368174.0	4000	400	125.0	1.0
222352.0	181862.0	1000	100	1.0	0.001
222352.0	177463.0	2000	100	1.0	0.01
222352.0	142507.0	3000	100	1.0	0.1
222352.0	185527.0	4000	100	1.0	1.0
222352.0	167097.0	1000	200	5.0	0.001
222352.0	141438.0	2000	200	5.0	0.01
222352.0	141704.0	3000	200	5.0	0.1
222352.0	191507.0	4000	200	5.0	1.0
222352.0	160138.0	1000	300	25.0	0.001
222352.0	156802.0	2000	300	25.0	0.01
222352.0	174367.0	3000	300	25.0	0.1
222352.0	180805.0	4000	300	25.0	1.0
222352.0	176097.0	1000	400	125.0	0.001
222352.0	197741.0	2000	400	125.0	0.01
222352.0	134818.0	3000	400	125.0	0.1
222352.0	188418.0	4000	400	125.0	1.0
222352.0	164842.0	1000	100	1.0	0.001
222352.0	148929.0	2000	100	1.0	0.01
222352.0	136410.0	3000	100	1.0	0.1
222352.0	191742.0	4000	100	1.0	1.0
222352.0	167542.0	1000	200	5.0	0.001
222352.0	143034.0	2000	200	5.0	0.01
222352.0	130514.0	3000	200	5.0	0.1
222352.0	169610.0	4000	200	5.0	1.0
222352.0	161427.0	1000	300	25.0	0.001
222352.0	143359.0	2000	300	25.0	0.01
222352.0	157138.0	3000	300	25.0	0.1
222352.0	186720.0	4000	300	25.0	1.0
222352.0	161081.0	1000	400	125.0	0.001
222352.0	149812.0	2000	400	125.0	0.01
222352.0	147882.0	3000	400	125.0	0.1
222352.0	176243.0	4000	400	125.0	1.0
222352.0	186562.0	1000	100	1.0	0.001
222352.0	139803.0	2000	100	1.0	0.01
222352.0	134354.0	3000	100	1.0	0.1
222352.0	191775.0	4000	100	1.0	1.0
222352.0	176991.0	1000	200	5.0	0.001
222352.0	148300.0	2000	200	5.0	0.01
222352.0	140506.0	3000	200	5.0	0.1
222352.0	174103.0	4000	200	5.0	1.0
222352.0	173103.0	1000	300	25.0	0.001
222352.0	167597.0	2000	300	25.0	0.01
222352.0	132967.0	3000	300	25.0	0.1
222352.0	152242.0	4000	300	25.0	1.0
222352.0	184903.0	1000	400	125.0	0.001
222352.0	143561.0	2000	400	125.0	0.01
222352.0	130855.0	3000	400	125.0	0.1
222352.0	187875.0	4000	400	125.0	1.0
222352.0	158572.0	1000	100	1.0	0.001
222352.0	161168.0	2000	100	1.0	0.01
222352.0	150923.0	3000	100	1.0	0.1
222352.0	178629.0	4000	100	1.0	1.0
222352.0	170948.0	1000	200	5.0	0.001
222352.0	143207.0	2000	200	5.0	0.01
222352.0	127413.0	3000	200	5.0	0.1
222352.0	176485.0	4000	200	5.0	1.0
222352.0	177689.0	1000	300	25.0	0.001
222352.0	155412.0	2000	300	25.0	0.01
222352.0	134342.0	3000	300	25.0	0.1
222352.0	148983.0	4000	300	25.0	1.0
222352.0	171616.0	1000	400	125.0	0.001
222352.0	179707.0	2000	400	125.0	0.01
222352.0	132768.0	3000	400	125.0	0.1
222352.0	174531.0	4000	400	125.0	1.0
222352.0	173022.0	1000	100	1.0	0.001
222352.0	137458.0	2000	100	1.0	0.01
222352.0	140200.0	3000	100	1.0	0.1
222352.0	199325.0	4000	100	1.0	1.0
222352.0	239635.0	1000	200	5.0	0.001
222352.0	152965.0	2000	200	5.0	0.01
222352.0	153085.0	3000	200	5.0	0.1
222352.0	162660.0	4000	200	5.0	1.0
222352.0	172060.0	1000	300	25.0	0.001
222352.0	134307.0	2000	300	25.0	0.01
222352.0	126773.0	3000	300	25.0	0.1
222352.0	167783.0	4000	300	25.0	1.0
222352.0	187565.0	1000	400	125.0	0.001
222352.0	161054.0	2000	400	125.0	0.01
222352.0	130859.0	3000	400	125.0	0.1
222352.0	165089.0	4000	400	125.0	1.0
222352.0	160379.0	1000	100	1.0	0.001
222352.0	149366.0	2000	100	1.0	0.01
222352.0	136980.0	3000	100	1.0	0.1
222352.0	159685.0	4000	100	1.0	1.0
222352.0	237185.0	1000	200	5.0	0.001
222352.0	208263.0	2000	200	5.0	0.01
222352.0	137523.0	3000	200	5.0	0.1
222352.0	171713.0	4000	200	5.0	1.0
222352.0	152781.0	1000	300	25.0	0.001
222352.0	145799.0	2000	300	25.0	0.01
222352.0	199603.0	3000	300	25.0	0.1
222352.0	174703.0	4000	300	25.0	1.0
222352.0	163176.0	1000	400	125.0	0.001
222352.0	137485.0	2000	400	125.0	0.01
222352.0	218883.0	3000	400	125.0	0.1
222352.0	160319.0	4000	400	125.0	1.0
222352.0	204287.0	1000	100	1.0	0.001
222352.0	191240.0	2000	100	1.0	0.01
222352.0	178252.0	3000	100	1.0	0.1
222352.0	168858.0	4000	100	1.0	1.0
222352.0	219663.0	1000	200	5.0	0.001
222352.0	156178.0	2000	200	5.0	0.01
222352.0	126797.0	3000	200	5.0	0.1
222352.0	156444.0	4000	200	5.0	1.0
222352.0	150288.0	1000	300	25.0	0.001
222352.0	160656.0	2000	300	25.0	0.01
222352.0	134519.0	3000	300	25.0	0.1
222352.0	188841.0	4000	300	25.0	1.0
222352.0	189323.0	1000	400	125.0	0.001
222352.0	144194.0	2000	400	125.0	0.01
222352.0	131951.0	3000	400	125.0	0.1
222352.0	182953.0	4000	400	125.0	1.0
222352.0	177928.0	1000	100	1.0	0.001
222352.0	136487.0	2000	100	1.0	0.01
222352.0	131912.0	3000	100	1.0	0.1
222352.0	166871.0	4000	100	1.0	1.0
222352.0	168696.0	1000	200	5.0	0.001
222352.0	166572.0	2000	200	5.0	0.01
222352.0	132975.0	3000	200	5.0	0.1
222352.0	198872.0	4000	200	5.0	1.0
222352.0	204857.0	1000	300	25.0	0.001
222352.0	139662.0	2000	300	25.0	0.01
222352.0	193678.0	3000	300	25.0	0.1
222352.0	182338.0	4000	300	25.0	1.0
222352.0	150448.0	1000	400	125.0	0.001
222352.0	152733.0	2000	400	125.0	0.01
222352.0	157600.0	3000	400	125.0	0.1
222352.0	180237.0	4000	400	125.0	1.0
222352.0	158144.0	1000	100	1.0	0.001
222352.0	146079.0	2000	100	1.0	0.01
222352.0	148390.0	3000	100	1.0	0.1
222352.0	178832.0	4000	100	1.0	1.0
222352.0	184169.0	1000	200	5.0	0.001
222352.0	143749.0	2000	200	5.0	0.01
222352.0	145639.0	3000	200	5.0	0.1
222352.0	171084.0	4000	200	5.0	1.0
222352.0	221673.0	1000	300	25.0	0.001
222352.0	169199.0	2000	300	25.0	0.01
222352.0	134980.0	3000	300	25.0	0.1
222352.0	167675.0	4000	300	25.0	1.0
222352.0	155099.0	1000	400	125.0	0.001
222352.0	159981.0	2000	400	125.0	0.01
222352.0	137211.0	3000	400	125.0	0.1
222352.0	180596.0	4000	400	125.0	1.0
222352.0	165366.0	1000	100	1.0	0.001
222352.0	143276.0	2000	100	1.0	0.01
222352.0	128623.0	3000	100	1.0	0.1
222352.0	166343.0	4000	100	1.0	1.0
222352.0	170273.0	1000	200	5.0	0.001
222352.0	176754.0	2000	200	5.0	0.01
222352.0	142374.0	3000	200	5.0	0.1
222352.0	185902.0	4000	200	5.0	1.0
222352.0	153911.0	1000	300	25.0	0.001
222352.0	136624.0	2000	300	25.0	0.01
222352.0	146760.0	3000	300	25.0	0.1
222352.0	173469.0	4000	300	25.0	1.0
222352.0	179409.0	1000	400	125.0	0.001
222352.0	152277.0	2000	400	125.0	0.01
222352.0	126294.0	3000	400	125.0	0.1
222352.0	186312.0	4000	400	125.0	1.0
222352.0	176076.0	1000	100	1.0	0.001
222352.0	148810.0	2000	100	1.0	0.01
222352.0	137383.0	3000	100	1.0	0.1
222352.0	148482.0	4000	100	1.0	1.0
222352.0	171058.0	1000	200	5.0	0.001
222352.0	142345.0	2000	200	5.0	0.01
222352.0	142604.0	3000	200	5.0	0.1
222352.0	162302.0	4000	200	5.0	1.0
222352.0	161543.0	1000	300	25.0	0.001
222352.0	154195.0	2000	300	25.0	0.01
222352.0	141010.0	3000	300	25.0	0.1
222352.0	177929.0	4000	300	25.0	1.0
222352.0	176585.0	1000	400	125.0	0.001
222352.0	164463.0	2000	400	125.0	0.01
222352.0	148134.0	3000	400	125.0	0.1
222352.0	164817.0	4000	400	125.0	1.0
222352.0	180652.0	1000	100	1.0	0.001
222352.0	143738.0	2000	100	1.0	0.01
222352.0	146459.0	3000	100	1.0	0.1
222352.0	169739.0	4000	100	1.0	1.0
222352.0	178275.0	1000	200	5.0	0.001
222352.0	227667.0	2000	200	5.0	0.01
222352.0	145719.0	3000	200	5.0	0.1
222352.0	181774.0	4000	200	5.0	1.0
222352.0	222104.0	1000	300	25.0	0.001
222352.0	144422.0	2000	300	25.0	0.01
222352.0	181809.0	3000	300	25.0	0.1
222352.0	175434.0	4000	300	25.0	1.0
222352.0	151431.0	1000	400	125.0	0.001
222352.0	145811.0	2000	400	125.0	0.01
222352.0	155464.0	3000	400	125.0	0.1
222352.0	187003.0	4000	400	125.0	1.0
222352.0	162693.0	1000	100	1.0	0.001
222352.0	132961.0	2000	100	1.0	0.01
222352.0	133975.0	3000	100	1.0	0.1
222352.0	175876.0	4000	100	1.0	1.0
222352.0	159119.0	1000	200	5.0	0.001
222352.0	144683.0	2000	200	5.0	0.01
222352.0	151094.0	3000	200	5.0	0.1
222352.0	166084.0	4000	200	5.0	1.0
222352.0	154791.0	1000	300	25.0	0.001
222352.0	167197.0	2000	300	25.0	0.01
222352.0	128241.0	3000	300	25.0	0.1
222352.0	214633.0	4000	300	25.0	1.0
222352.0	164371.0	1000	400	125.0	0.001
222352.0	146465.0	2000	400	125.0	0.01
222352.0	129768.0	3000	400	125.0	0.1
222352.0	170611.0	4000	400	125.0	1.0
222352.0	149480.0	1000	100	1.0	0.001
222352.0	149360.0	2000	100	1.0	0.01
222352.0	158123.0	3000	100	1.0	0.1
222352.0	171588.0	4000	100	1.0	1.0
222352.0	164265.0	1000	200	5.0	0.001
222352.0	164407.0	2000	200	5.0	0.01
222352.0	169769.0	3000	200	5.0	0.1
222352.0	212844.0	4000	200	5.0	1.0
222352.0	192024.0	1000	300	25.0	0.001
222352.0	141653.0	2000	300	25.0	0.01
222352.0	137279.0	3000	300	25.0	0.1
222352.0	169883.0	4000	300	25.0	1.0
222352.0	159484.0	1000	400	125.0	0.001
222352.0	143973.0	2000	400	125.0	0.01
222352.0	129121.0	3000	400	125.0	0.1
222352.0	159828.0	4000	400	125.0	1.0
222352.0	174872.0	1000	100	1.0	0.001
222352.0	129471.0	2000	100	1.0	0.01
222352.0	149034.0	3000	100	1.0	0.1
222352.0	178516.0	4000	100	1.0	1.0
222352.0	169476.0	1000	200	5.0	0.001
222352.0	178007.0	2000	200	5.0	0.01
222352.0	130881.0	3000	200	5.0	0.1
222352.0	167807.0	4000	200	5.0	1.0
222352.0	182218.0	1000	300	25.0	0.001
222352.0	146187.0	2000	300	25.0	0.01
222352.0	131616.0	3000	300	25.0	0.1
222352.0	173000.0	4000	300	25.0	1.0
222352.0	157831.0	1000	400	125.0	0.001
222352.0	174119.0	2000	400	125.0	0.01
222352.0	172117.0	3000	400	125.0	0.1
222352.0	182844.0	4000	400	125.0	1.0
222352.0	162208.0	1000	100	1.0	0.001
222352.0	146917.0	2000	100	1.0	0.01
222352.0	134020.0	3000	100	1.0	0.1
222352.0	179103.0	4000	100	1.0	1.0
222352.0	167812.0	1000	200	5.0	0.001
222352.0	154036.0	2000	200	5.0	0.01
222352.0	132429.0	3000	200	5.0	0.1
222352.0	168016.0	4000	200	5.0	1.0
222352.0	154872.0	1000	300	25.0	0.001
222352.0	135519.0	2000	300	25.0	0.01
222352.0	127339.0	3000	300	25.0	0.1
222352.0	166717.0	4000	300	25.0	1.0
222352.0	163178.0	1000	400	125.0	0.001
222352.0	157540.0	2000	400	125.0	0.01
222352.0	129978.0	3000	400	125.0	0.1
222352.0	176856.0	4000	400	125.0	1.0
222352.0	174881.0	1000	100	1.0	0.001
222352.0	144351.0	2000	100	1.0	0.01
222352.0	145281.0	3000	100	1.0	0.1
222352.0	165505.0	4000	100	1.0	1.0
222352.0	159843.0	1000	200	5.0	0.001
222352.0	179167.0	2000	200	5.0	0.01
222352.0	149854.0	3000	200	5.0	0.1
222352.0	170139.0	4000	200	5.0	1.0
222352.0	161783.0	1000	300	25.0	0.001
222352.0	138621.0	2000	300	25.0	0.01
222352.0	152607.0	3000	300	25.0	0.1
222352.0	175846.0	4000	300	25.0	1.0
222352.0	253204.0	1000	400	125.0	0.001
222352.0	154553.0	2000	400	125.0	0.01
222352.0	137494.0	3000	400	125.0	0.1
222352.0	176028.0	4000	400	125.0	1.0
222352.0	191389.0	1000	100	1.0	0.001
222352.0	198259.0	2000	100	1.0	0.01
222352.0	132342.0	3000	100	1.0	0.1
222352.0	166666.0	4000	100	1.0	1.0
222352.0	160460.0	1000	200	5.0	0.001
222352.0	135193.0	2000	200	5.0	0.01
222352.0	153458.0	3000	200	5.0	0.1
222352.0	171994.0	4000	200	5.0	1.0
222352.0	175737.0	1000	300	25.0	0.001
222352.0	151003.0	2000	300	25.0	0.01
222352.0	152301.0	3000	300	25.0	0.1
222352.0	167629.0	4000	300	25.0	1.0
222352.0	174655.0	1000	400	125.0	0.001
222352.0	152293.0	2000	400	125.0	0.01
222352.0	136928.0	3000	400	125.0	0.1
222352.0	190692.0	4000	400	125.0	1.0
222352.0	191240.0	1000	100	1.0	0.001
222352.0	153269.0	2000	100	1.0	0.01
222352.0	208701.0	3000	100	1.0	0.1
222352.0	165110.0	4000	100	1.0	1.0
222352.0	173520.0	1000	200	5.0	0.001
222352.0	144783.0	2000	200	5.0	0.01
222352.0	156337.0	3000	200	5.0	0.1
222352.0	180578.0	4000	200	5.0	1.0
222352.0	168969.0	1000	300	25.0	0.001
222352.0	147474.0	2000	300	25.0	0.01
222352.0	158947.0	3000	300	25.0	0.1
222352.0	172936.0	4000	300	25.0	1.0
222352.0	161920.0	1000	400	125.0	0.001
222352.0	164978.0	2000	400	125.0	0.01
222352.0	156197.0	3000	400	125.0	0.1
222352.0	178943.0	4000	400	125.0	1.0
222352.0	169450.0	1000	100	1.0	0.001
222352.0	193746.0	2000	100	1.0	0.01
222352.0	134151.0	3000	100	1.0	0.1
222352.0	182452.0	4000	100	1.0	1.0
222352.0	153331.0	1000	200	5.0	0.001
222352.0	138173.0	2000	200	5.0	0.01
222352.0	162573.0	3000	200	5.0	0.1
222352.0	171860.0	4000	200	5.0	1.0
222352.0	222510.0	1000	300	25.0	0.001
222352.0	194766.0	2000	300	25.0	0.01
222352.0	134078.0	3000	300	25.0	0.1
222352.0	189511.0	4000	300	25.0	1.0
222352.0	158525.0	1000	400	125.0	0.001
222352.0	172341.0	2000	400	125.0	0.01
222352.0	131442.0	3000	400	125.0	0.1
222352.0	202163.0	4000	400	125.0	1.0
222352.0	152095.0	1000	100	1.0	0.001
222352.0	159112.0	2000	100	1.0	0.01
222352.0	161748.0	3000	100	1.0	0.1
222352.0	182803.0	4000	100	1.0	1.0
222352.0	199001.0	1000	200	5.0	0.001
222352.0	189863.0	2000	200	5.0	0.01
222352.0	192515.0	3000	200	5.0	0.1
222352.0	175973.0	4000	200	5.0	1.0
222352.0	164069.0	1000	300	25.0	0.001
222352.0	137662.0	2000	300	25.0	0.01
222352.0	136644.0	3000	300	25.0	0.1
222352.0	183424.0	4000	300	25.0	1.0
222352.0	161734.0	1000	400	125.0	0.001
222352.0	132986.0	2000	400	125.0	0.01
222352.0	133843.0	3000	400	125.0	0.1
222352.0	166974.0	4000	400	125.0	1.0
222352.0	160365.0	1000	100	1.0	0.001
222352.0	145513.0	2000	100	1.0	0.01
222352.0	136701.0	3000	100	1.0	0.1
222352.0	179380.0	4000	100	1.0	1.0
222352.0	160623.0	1000	200	5.0	0.001
222352.0	143897.0	2000	200	5.0	0.01
222352.0	132285.0	3000	200	5.0	0.1
222352.0	173331.0	4000	200	5.0	1.0
222352.0	160866.0	1000	300	25.0	0.001
222352.0	132602.0	2000	300	25.0	0.01
222352.0	132331.0	3000	300	25.0	0.1
222352.0	162365.0	4000	300	25.0	1.0
222352.0	165478.0	1000	400	125.0	0.001
222352.0	221502.0	2000	400	125.0	0.01
222352.0	203132.0	3000	400	125.0	0.1
222352.0	198364.0	4000	400	125.0	1.0
222352.0	205497.0	1000	100	1.0	0.001
222352.0	164417.0	2000	100	1.0	0.01
222352.0	136009.0	3000	100	1.0	0.1
222352.0	193929.0	4000	100	1.0	1.0
222352.0	171608.0	1000	200	5.0	0.001
222352.0	137121.0	2000	200	5.0	0.01
222352.0	140096.0	3000	200	5.0	0.1
222352.0	166933.0	4000	200	5.0	1.0
222352.0	161089.0	1000	300	25.0	0.001
222352.0	144656.0	2000	300	25.0	0.01
222352.0	136232.0	3000	300	25.0	0.1
222352.0	161744.0	4000	300	25.0	1.0
222352.0	196160.0	1000	400	125.0	0.001
222352.0	149486.0	2000	400	125.0	0.01
222352.0	168023.0	3000	400	125.0	0.1
222352.0	164225.0	4000	400	125.0	1.0
222352.0	154056.0	1000	100	1.0	0.001
222352.0	153626.0	2000	100	1.0	0.01
222352.0	133970.0	3000	100	1.0	0.1
222352.0	200098.0	4000	100	1.0	1.0
222352.0	173742.0	1000	200	5.0	0.001
222352.0	142222.0	2000	200	5.0	0.01
222352.0	178490.0	3000	200	5.0	0.1
222352.0	272503.0	4000	200	5.0	1.0
222352.0	163313.0	1000	300	25.0	0.001
222352.0	202693.0	2000	300	25.0	0.01
222352.0	156573.0	3000	300	25.0	0.1
222352.0	163831.0	4000	300	25.0	1.0
222352.0	152460.0	1000	400	125.0	0.001
222352.0	195096.0	2000	400	125.0	0.01
222352.0	131526.0	3000	400	125.0	0.1
222352.0	168921.0	4000	400	125.0	1.0
222352.0	190380.0	1000	100	1.0	0.001
222352.0	163509.0	2000	100	1.0	0.01
222352.0	127874.0	3000	100	1.0	0.1
222352.0	163533.0	4000	100	1.0	1.0
222352.0	251806.0	1000	200	5.0	0.001
222352.0	146264.0	2000	200	5.0	0.01
222352.0	168588.0	3000	200	5.0	0.1
222352.0	168339.0	4000	200	5.0	1.0
222352.0	221563.0	1000	300	25.0	0.001
222352.0	200362.0	2000	300	25.0	0.01
222352.0	142958.0	3000	300	25.0	0.1
222352.0	193836.0	4000	300	25.0	1.0
222352.0	169369.0	1000	400	125.0	0.001
222352.0	165641.0	2000	400	125.0	0.01
222352.0	130800.0	3000	400	125.0	0.1
222352.0	178795.0	4000	400	125.0	1.0
222352.0	170301.0	1000	100	1.0	0.001
222352.0	142213.0	2000	100	1.0	0.01
222352.0	149778.0	3000	100	1.0	0.1
222352.0	173126.0	4000	100	1.0	1.0
222352.0	154494.0	1000	200	5.0	0.001
222352.0	136587.0	2000	200	5.0	0.01
222352.0	127110.0	3000	200	5.0	0.1
222352.0	190492.0	4000	200	5.0	1.0
222352.0	215124.0	1000	300	25.0	0.001
222352.0	138832.0	2000	300	25.0	0.01
222352.0	212310.0	3000	300	25.0	0.1
222352.0	177457.0	4000	300	25.0	1.0
222352.0	164996.0	1000	400	125.0	0.001
222352.0	129928.0	2000	400	125.0	0.01
222352.0	135470.0	3000	400	125.0	0.1
222352.0	179014.0	4000	400	125.0	1.0
222352.0	161896.0	1000	100	1.0	0.001
222352.0	152597.0	2000	100	1.0	0.01
222352.0	125396.0	3000	100	1.0	0.1
222352.0	249064.0	4000	100	1.0	1.0
222352.0	178763.0	1000	200	5.0	0.001
222352.0	141959.0	2000	200	5.0	0.01
222352.0	169388.0	3000	200	5.0	0.1
222352.0	170266.0	4000	200	5.0	1.0
222352.0	170119.0	1000	300	25.0	0.001
222352.0	145917.0	2000	300	25.0	0.01
222352.0	157928.0	3000	300	25.0	0.1
222352.0	217532.0	4000	300	25.0	1.0
222352.0	171312.0	1000	400	125.0	0.001
222352.0	160639.0	2000	400	125.0	0.01
222352.0	137706.0	3000	400	125.0	0.1
222352.0	191754.0	4000	400	125.0	1.0
222352.0	165151.0	1000	100	1.0	0.001
222352.0	178553.0	2000	100	1.0	0.01
222352.0	145536.0	3000	100	1.0	0.1
222352.0	204622.0	4000	100	1.0	1.0
222352.0	159934.0	1000	200	5.0	0.001
222352.0	143511.0	2000	200	5.0	0.01
222352.0	132765.0	3000	200	5.0	0.1
222352.0	183216.0	4000	200	5.0	1.0
222352.0	181556.0	1000	300	25.0	0.001
222352.0	137313.0	2000	300	25.0	0.01
222352.0	190690.0	3000	300	25.0	0.1
222352.0	164605.0	4000	300	25.0	1.0
222352.0	176399.0	1000	400	125.0	0.001
222352.0	141462.0	2000	400	125.0	0.01
222352.0	159235.0	3000	400	125.0	0.1
222352.0	162491.0	4000	400	125.0	1.0
222352.0	181801.0	1000	100	1.0	0.001
222352.0	162912.0	2000	100	1.0	0.01
222352.0	166021.0	3000	100	1.0	0.1
222352.0	196579.0	4000	100	1.0	1.0
222352.0	166784.0	1000	200	5.0	0.001
222352.0	150241.0	2000	200	5.0	0.01
222352.0	137509.0	3000	200	5.0	0.1
222352.0	173120.0	4000	200	5.0	1.0
222352.0	231866.0	1000	300	25.0	0.001
222352.0	137470.0	2000	300	25.0	0.01
222352.0	143554.0	3000	300	25.0	0.1
222352.0	151547.0	4000	300	25.0	1.0
222352.0	207127.0	1000	400	125.0	0.001
222352.0	159221.0	2000	400	125.0	0.01
222352.0	133348.0	3000	400	125.0	0.1
222352.0	179983.0	4000	400	125.0	1.0
222352.0	168051.0	1000	100	1.0	0.001
222352.0	175890.0	2000	100	1.0	0.01
222352.0	130575.0	3000	100	1.0	0.1
222352.0	182883.0	4000	100	1.0	1.0
222352.0	163557.0	1000	200	5.0	0.001
222352.0	144048.0	2000	200	5.0	0.01
222352.0	130931.0	3000	200	5.0	0.1
222352.0	174277.0	4000	200	5.0	1.0
222352.0	172975.0	1000	300	25.0	0.001
222352.0	147664.0	2000	300	25.0	0.01
222352.0	135708.0	3000	300	25.0	0.1
222352.0	155655.0	4000	300	25.0	1.0
222352.0	161277.0	1000	400	125.0	0.001
222352.0	146281.0	2000	400	125.0	0.01
222352.0	127515.0	3000	400	125.0	0.1
222352.0	178478.0	4000	400	125.0	1.0
222352.0	185921.0	1000	100	1.0	0.001
222352.0	145964.0	2000	100	1.0	0.01
222352.0	146796.0	3000	100	1.0	0.1
222352.0	170963.0	4000	100	1.0	1.0
222352.0	159350.0	1000	200	5.0	0.001
222352.0	152678.0	2000	200	5.0	0.01
222352.0	126780.0	3000	200	5.0	0.1
222352.0	161443.0	4000	200	5.0	1.0
222352.0	157566.0	1000	300	25.0	0.001
222352.0	142512.0	2000	300	25.0	0.01
222352.0	125226.0	3000	300	25.0	0.1
222352.0	164192.0	4000	300	25.0	1.0
222352.0	157595.0	1000	400	125.0	0.001
222352.0	143319.0	2000	400	125.0	0.01
222352.0	135670.0	3000	400	125.0	0.1
222352.0	181762.0	4000	400	125.0	1.0
222352.0	163032.0	1000	100	1.0	0.001
222352.0	136475.0	2000	100	1.0	0.01
222352.0	133912.0	3000	100	1.0	0.1
222352.0	185000.0	4000	100	1.0	1.0
222352.0	151532.0	1000	200	5.0	0.001
222352.0	157750.0	2000	200	5.0	0.01
222352.0	136045.0	3000	200	5.0	0.1
222352.0	179231.0	4000	200	5.0	1.0
222352.0	170430.0	1000	300	25.0	0.001
222352.0	189966.0	2000	300	25.0	0.01
222352.0	134025.0	3000	300	25.0	0.1
222352.0	172857.0	4000	300	25.0	1.0
222352.0	189003.0	1000	400	125.0	0.001
222352.0	143754.0	2000	400	125.0	0.01
222352.0	131802.0	3000	400	125.0	0.1
222352.0	164544.0	4000	400	125.0	1.0
222352.0	155741.0	1000	100	1.0	0.001
222352.0	155820.0	2000	100	1.0	0.01
222352.0	132937.0	3000	100	1.0	0.1
222352.0	176206.0	4000	100	1.0	1.0
222352.0	186699.0	1000	200	5.0	0.001
222352.0	140833.0	2000	200	5.0	0.01
222352.0	170336.0	3000	200	5.0	0.1
222352.0	167131.0	4000	200	5.0	1.0
222352.0	181243.0	1000	300	25.0	0.001
222352.0	144577.0	2000	300	25.0	0.01
222352.0	125174.0	3000	300	25.0	0.1
222352.0	169600.0	4000	300	25.0	1.0
222352.0	154381.0	1000	400	125.0	0.001
222352.0	143889.0	2000	400	125.0	0.01
222352.0	150288.0	3000	400	125.0	0.1
222352.0	174150.0	4000	400	125.0	1.0
222352.0	174556.0	1000	100	1.0	0.001
222352.0	144126.0	2000	100	1.0	0.01
222352.0	161126.0	3000	100	1.0	0.1
222352.0	199734.0	4000	100	1.0	1.0
222352.0	164514.0	1000	200	5.0	0.001
222352.0	151417.0	2000	200	5.0	0.01
222352.0	126737.0	3000	200	5.0	0.1
222352.0	175431.0	4000	200	5.0	1.0
222352.0	260354.0	1000	300	25.0	0.001
222352.0	209252.0	2000	300	25.0	0.01
222352.0	129273.0	3000	300	25.0	0.1
222352.0	167569.0	4000	300	25.0	1.0
222352.0	165424.0	1000	400	125.0	0.001
222352.0	143261.0	2000	400	125.0	0.01
222352.0	134010.0	3000	400	125.0	0.1
222352.0	224831.0	4000	400	125.0	1.0
222352.0	171685.0	1000	100	1.0	0.001
222352.0	139525.0	2000	100	1.0	0.01
222352.0	132459.0	3000	100	1.0	0.1
222352.0	171958.0	4000	100	1.0	1.0
222352.0	162484.0	1000	200	5.0	0.001
222352.0	137219.0	2000	200	5.0	0.01
222352.0	136983.0	3000	200	5.0	0.1
222352.0	189938.0	4000	200	5.0	1.0
222352.0	167364.0	1000	300	25.0	0.001
222352.0	145345.0	2000	300	25.0	0.01
222352.0	139546.0	3000	300	25.0	0.1
222352.0	162746.0	4000	300	25.0	1.0
222352.0	162980.0	1000	400	125.0	0.001
222352.0	201274.0	2000	400	125.0	0.01
222352.0	151088.0	3000	400	125.0	0.1
222352.0	194032.0	4000	400	125.0	1.0
222352.0	178506.0	1000	100	1.0	0.001
222352.0	141872.0	2000	100	1.0	0.01
222352.0	188411.0	3000	100	1.0	0.1
222352.0	183366.0	4000	100	1.0	1.0
222352.0	177834.0	1000	200	5.0	0.001
222352.0	143788.0	2000	200	5.0	0.01
222352.0	146768.0	3000	200	5.0	0.1
222352.0	171014.0	4000	200	5.0	1.0
222352.0	178723.0	1000	300	25.0	0.001
222352.0	145329.0	2000	300	25.0	0.01
222352.0	125687.0	3000	300	25.0	0.1
222352.0	187940.0	4000	300	25.0	1.0
222352.0	199404.0	1000	400	125.0	0.001
222352.0	151482.0	2000	400	125.0	0.01
222352.0	134435.0	3000	400	125.0	0.1
222352.0	155545.0	4000	400	125.0	1.0
222352.0	192060.0	1000	100	1.0	0.001
222352.0	158951.0	2000	100	1.0	0.01
222352.0	153355.0	3000	100	1.0	0.1
222352.0	186794.0	4000	100	1.0	1.0
222352.0	158270.0	1000	200	5.0	0.001
222352.0	142585.0	2000	200	5.0	0.01
222352.0	151935.0	3000	200	5.0	0.1
222352.0	180455.0	4000	200	5.0	1.0
222352.0	247493.0	1000	300	25.0	0.001
222352.0	142877.0	2000	300	25.0	0.01
222352.0	168611.0	3000	300	25.0	0.1
222352.0	192033.0	4000	300	25.0	1.0
222352.0	151578.0	1000	400	125.0	0.001
222352.0	160429.0	2000	400	125.0	0.01
222352.0	250554.0	3000	400	125.0	0.1
222352.0	179139.0	4000	400	125.0	1.0
222352.0	170969.0	1000	100	1.0	0.001
222352.0	164573.0	2000	100	1.0	0.01
222352.0	133815.0	3000	100	1.0	0.1
222352.0	176960.0	4000	100	1.0	1.0
222352.0	178855.0	1000	200	5.0	0.001
222352.0	139805.0	2000	200	5.0	0.01
222352.0	130260.0	3000	200	5.0	0.1
222352.0	159773.0	4000	200	5.0	1.0
