Initial Cost	Cost	Total iterations	Partial iterations	k	lambda

272101.0	188480.0	3000	100	1.0	0.1

272101.0	225000.0	4000	100	1.0	1.0

272101.0	208818.0	1000	200	5.0	0.001

272101.0	183653.0	2000	200	5.0	0.01

272101.0	230756.0	3000	200	5.0	0.1

272101.0	225064.0	4000	200	5.0	1.0

272101.0	208842.0	1000	300	25.0	0.001

272101.0	193751.0	2000	300	25.0	0.01

272101.0	170587.0	3000	300	25.0	0.1

272101.0	236701.0	4000	300	25.0	1.0

272101.0	209422.0	1000	400	125.0	0.001

272101.0	192566.0	2000	400	125.0	0.01

272101.0	181279.0	3000	400	125.0	0.1

272101.0	265708.0	4000	400	125.0	1.0

272101.0	229218.0	1000	100	1.0	0.001

272101.0	206786.0	2000	100	1.0	0.01

272101.0	169121.0	3000	100	1.0	0.1

272101.0	227870.0	4000	100	1.0	1.0

272101.0	268622.0	1000	200	5.0	0.001

272101.0	222046.0	2000	200	5.0	0.01

272101.0	180531.0	3000	200	5.0	0.1

272101.0	234994.0	4000	200	5.0	1.0

272101.0	219770.0	1000	300	25.0	0.001

272101.0	210456.0	2000	300	25.0	0.01

272101.0	181792.0	3000	300	25.0	0.1

272101.0	227645.0	4000	300	25.0	1.0

272101.0	247609.0	1000	400	125.0	0.001

272101.0	210671.0	2000	400	125.0	0.01

272101.0	204488.0	3000	400	125.0	0.1

272101.0	254278.0	4000	400	125.0	1.0

272101.0	212073.0	1000	100	1.0	0.001

272101.0	224040.0	2000	100	1.0	0.01

272101.0	185775.0	3000	100	1.0	0.1

272101.0	260925.0	4000	100	1.0	1.0

272101.0	218517.0	1000	200	5.0	0.001

272101.0	195375.0	2000	200	5.0	0.01

272101.0	182321.0	3000	200	5.0	0.1

272101.0	221818.0	4000	200	5.0	1.0

272101.0	217563.0	1000	300	25.0	0.001

272101.0	198982.0	2000	300	25.0	0.01

272101.0	191829.0	3000	300	25.0	0.1

272101.0	233517.0	4000	300	25.0	1.0

272101.0	284138.0	1000	400	125.0	0.001

272101.0	209756.0	2000	400	125.0	0.01

272101.0	190960.0	3000	400	125.0	0.1

272101.0	248765.0	4000	400	125.0	1.0

272101.0	240872.0	1000	100	1.0	0.001

272101.0	214607.0	2000	100	1.0	0.01

272101.0	196842.0	3000	100	1.0	0.1

272101.0	220532.0	4000	100	1.0	1.0

272101.0	203003.0	1000	200	5.0	0.001

272101.0	217888.0	2000	200	5.0	0.01

272101.0	184080.0	3000	200	5.0	0.1

272101.0	209836.0	4000	200	5.0	1.0

272101.0	223091.0	1000	300	25.0	0.001

272101.0	220204.0	2000	300	25.0	0.01

272101.0	311635.0	3000	300	25.0	0.1

272101.0	224773.0	4000	300	25.0	1.0

272101.0	216485.0	1000	400	125.0	0.001

272101.0	210196.0	2000	400	125.0	0.01

272101.0	185600.0	3000	400	125.0	0.1

272101.0	235672.0	4000	400	125.0	1.0

272101.0	209395.0	1000	100	1.0	0.001

272101.0	211863.0	2000	100	1.0	0.01

272101.0	191176.0	3000	100	1.0	0.1

272101.0	209089.0	4000	100	1.0	1.0

272101.0	220079.0	1000	200	5.0	0.001

272101.0	222006.0	2000	200	5.0	0.01

272101.0	216557.0	3000	200	5.0	0.1

272101.0	227370.0	4000	200	5.0	1.0

272101.0	231592.0	1000	300	25.0	0.001

272101.0	209229.0	2000	300	25.0	0.01

272101.0	185700.0	3000	300	25.0	0.1

272101.0	245592.0	4000	300	25.0	1.0

272101.0	236943.0	1000	400	125.0	0.001

272101.0	196673.0	2000	400	125.0	0.01

272101.0	177729.0	3000	400	125.0	0.1

272101.0	259556.0	4000	400	125.0	1.0

272101.0	217501.0	1000	100	1.0	0.001

272101.0	190224.0	2000	100	1.0	0.01

272101.0	180751.0	3000	100	1.0	0.1

272101.0	227046.0	4000	100	1.0	1.0

272101.0	216238.0	1000	200	5.0	0.001

272101.0	193487.0	2000	200	5.0	0.01

272101.0	178091.0	3000	200	5.0	0.1

272101.0	254385.0	4000	200	5.0	1.0

272101.0	207686.0	1000	300	25.0	0.001

272101.0	196265.0	2000	300	25.0	0.01

272101.0	184385.0	3000	300	25.0	0.1

272101.0	210443.0	4000	300	25.0	1.0

272101.0	222928.0	1000	400	125.0	0.001

272101.0	214816.0	2000	400	125.0	0.01

272101.0	183002.0	3000	400	125.0	0.1

272101.0	213436.0	4000	400	125.0	1.0

272101.0	215921.0	1000	100	1.0	0.001

272101.0	195144.0	2000	100	1.0	0.01

272101.0	170438.0	3000	100	1.0	0.1

272101.0	218159.0	4000	100	1.0	1.0

272101.0	197531.0	1000	200	5.0	0.001

272101.0	274312.0	2000	200	5.0	0.01

272101.0	219983.0	3000	200	5.0	0.1

272101.0	239523.0	4000	200	5.0	1.0

272101.0	205584.0	1000	300	25.0	0.001

272101.0	205608.0	2000	300	25.0	0.01

272101.0	184000.0	3000	300	25.0	0.1

272101.0	212298.0	4000	300	25.0	1.0

272101.0	225281.0	1000	400	125.0	0.001

272101.0	185107.0	2000	400	125.0	0.01

272101.0	201549.0	3000	400	125.0	0.1

272101.0	261666.0	4000	400	125.0	1.0

272101.0	217063.0	1000	100	1.0	0.001

272101.0	174934.0	2000	100	1.0	0.01

272101.0	186563.0	3000	100	1.0	0.1

272101.0	261805.0	4000	100	1.0	1.0

272101.0	213274.0	1000	200	5.0	0.001

272101.0	239706.0	2000	200	5.0	0.01

272101.0	179769.0	3000	200	5.0	0.1

272101.0	230963.0	4000	200	5.0	1.0

272101.0	202901.0	1000	300	25.0	0.001

272101.0	240688.0	2000	300	25.0	0.01

272101.0	251239.0	3000	300	25.0	0.1

272101.0	198360.0	4000	300	25.0	1.0

272101.0	212557.0	1000	400	125.0	0.001

272101.0	232137.0	2000	400	125.0	0.01

272101.0	176341.0	3000	400	125.0	0.1

272101.0	236644.0	4000	400	125.0	1.0

272101.0	203501.0	1000	100	1.0	0.001

272101.0	216779.0	2000	100	1.0	0.01

272101.0	194093.0	3000	100	1.0	0.1

272101.0	225064.0	4000	100	1.0	1.0

272101.0	216267.0	1000	200	5.0	0.001

272101.0	224715.0	2000	200	5.0	0.01

272101.0	187573.0	3000	200	5.0	0.1

272101.0	235301.0	4000	200	5.0	1.0

272101.0	210147.0	1000	300	25.0	0.001

272101.0	200911.0	2000	300	25.0	0.01

272101.0	191532.0	3000	300	25.0	0.1

272101.0	224710.0	4000	300	25.0	1.0

272101.0	224713.0	1000	400	125.0	0.001

272101.0	204740.0	2000	400	125.0	0.01

272101.0	180510.0	3000	400	125.0	0.1

272101.0	250083.0	4000	400	125.0	1.0

272101.0	224802.0	1000	100	1.0	0.001

272101.0	192491.0	2000	100	1.0	0.01

272101.0	198722.0	3000	100	1.0	0.1

272101.0	213660.0	4000	100	1.0	1.0

272101.0	217402.0	1000	200	5.0	0.001

272101.0	182764.0	2000	200	5.0	0.01

272101.0	197895.0	3000	200	5.0	0.1

272101.0	232515.0	4000	200	5.0	1.0

272101.0	214034.0	1000	300	25.0	0.001

272101.0	191154.0	2000	300	25.0	0.01

272101.0	183218.0	3000	300	25.0	0.1

272101.0	262030.0	4000	300	25.0	1.0

272101.0	235507.0	1000	400	125.0	0.001

272101.0	198883.0	2000	400	125.0	0.01

272101.0	206191.0	3000	400	125.0	0.1

272101.0	243289.0	4000	400	125.0	1.0

272101.0	228804.0	1000	100	1.0	0.001

272101.0	261913.0	2000	100	1.0	0.01

272101.0	185895.0	3000	100	1.0	0.1

272101.0	257982.0	4000	100	1.0	1.0

272101.0	214100.0	1000	200	5.0	0.001

272101.0	195935.0	2000	200	5.0	0.01

272101.0	201397.0	3000	200	5.0	0.1

272101.0	224134.0	4000	200	5.0	1.0

272101.0	230134.0	1000	300	25.0	0.001

272101.0	190950.0	2000	300	25.0	0.01

272101.0	183965.0	3000	300	25.0	0.1

272101.0	227835.0	4000	300	25.0	1.0

272101.0	246834.0	1000	400	125.0	0.001

272101.0	238036.0	2000	400	125.0	0.01

272101.0	206698.0	3000	400	125.0	0.1

272101.0	230870.0	4000	400	125.0	1.0

272101.0	204790.0	1000	100	1.0	0.001

272101.0	197532.0	2000	100	1.0	0.01

272101.0	182059.0	3000	100	1.0	0.1

272101.0	243926.0	4000	100	1.0	1.0

272101.0	221191.0	1000	200	5.0	0.001

272101.0	200566.0	2000	200	5.0	0.01

272101.0	189013.0	3000	200	5.0	0.1

272101.0	228976.0	4000	200	5.0	1.0

272101.0	216470.0	1000	300	25.0	0.001

272101.0	190084.0	2000	300	25.0	0.01

272101.0	260662.0	3000	300	25.0	0.1

272101.0	237108.0	4000	300	25.0	1.0

272101.0	240853.0	1000	400	125.0	0.001

272101.0	217741.0	2000	400	125.0	0.01

272101.0	186659.0	3000	400	125.0	0.1

272101.0	222617.0	4000	400	125.0	1.0

272101.0	226956.0	1000	100	1.0	0.001

272101.0	205776.0	2000	100	1.0	0.01

272101.0	187671.0	3000	100	1.0	0.1

272101.0	238556.0	4000	100	1.0	1.0

272101.0	228477.0	1000	200	5.0	0.001

272101.0	195616.0	2000	200	5.0	0.01

272101.0	224301.0	3000	200	5.0	0.1

272101.0	245093.0	4000	200	5.0	1.0

272101.0	219343.0	1000	300	25.0	0.001

272101.0	208904.0	2000	300	25.0	0.01

272101.0	187265.0	3000	300	25.0	0.1

272101.0	219654.0	4000	300	25.0	1.0

272101.0	218142.0	1000	400	125.0	0.001

272101.0	203261.0	2000	400	125.0	0.01

272101.0	172651.0	3000	400	125.0	0.1

272101.0	239420.0	4000	400	125.0	1.0

272101.0	218764.0	1000	100	1.0	0.001

272101.0	192436.0	2000	100	1.0	0.01

272101.0	195117.0	3000	100	1.0	0.1

272101.0	219472.0	4000	100	1.0	1.0

272101.0	226435.0	1000	200	5.0	0.001

272101.0	185167.0	2000	200	5.0	0.01

272101.0	206156.0	3000	200	5.0	0.1

272101.0	234830.0	4000	200	5.0	1.0

272101.0	197083.0	1000	300	25.0	0.001

272101.0	195375.0	2000	300	25.0	0.01

272101.0	197509.0	3000	300	25.0	0.1

272101.0	227388.0	4000	300	25.0	1.0

272101.0	234254.0	1000	400	125.0	0.001

272101.0	202302.0	2000	400	125.0	0.01

272101.0	181645.0	3000	400	125.0	0.1

272101.0	222987.0	4000	400	125.0	1.0

272101.0	210908.0	1000	100	1.0	0.001

272101.0	226557.0	2000	100	1.0	0.01

272101.0	217177.0	3000	100	1.0	0.1

272101.0	239151.0	4000	100	1.0	1.0

272101.0	246275.0	1000	200	5.0	0.001

272101.0	192238.0	2000	200	5.0	0.01

272101.0	192546.0	3000	200	5.0	0.1

272101.0	221651.0	4000	200	5.0	1.0

272101.0	213148.0	1000	300	25.0	0.001

272101.0	248312.0	2000	300	25.0	0.01

272101.0	166192.0	3000	300	25.0	0.1

272101.0	213167.0	4000	300	25.0	1.0

272101.0	211147.0	1000	400	125.0	0.001

272101.0	202135.0	2000	400	125.0	0.01

272101.0	203412.0	3000	400	125.0	0.1

272101.0	223160.0	4000	400	125.0	1.0

272101.0	213218.0	1000	100	1.0	0.001

272101.0	203172.0	2000	100	1.0	0.01

272101.0	190328.0	3000	100	1.0	0.1

272101.0	219490.0	4000	100	1.0	1.0

272101.0	235260.0	1000	200	5.0	0.001

272101.0	197494.0	2000	200	5.0	0.01

272101.0	183429.0	3000	200	5.0	0.1

272101.0	228913.0	4000	200	5.0	1.0

272101.0	249866.0	1000	300	25.0	0.001

272101.0	217691.0	2000	300	25.0	0.01

272101.0	198391.0	3000	300	25.0	0.1

272101.0	215925.0	4000	300	25.0	1.0

272101.0	214267.0	1000	400	125.0	0.001

272101.0	227671.0	2000	400	125.0	0.01

272101.0	183670.0	3000	400	125.0	0.1

272101.0	237722.0	4000	400	125.0	1.0

272101.0	217444.0	1000	100	1.0	0.001

272101.0	207679.0	2000	100	1.0	0.01

272101.0	186664.0	3000	100	1.0	0.1

272101.0	228324.0	4000	100	1.0	1.0

272101.0	216630.0	1000	200	5.0	0.001

272101.0	215358.0	2000	200	5.0	0.01

272101.0	190686.0	3000	200	5.0	0.1

272101.0	223799.0	4000	200	5.0	1.0

272101.0	230695.0	1000	300	25.0	0.001

272101.0	223608.0	2000	300	25.0	0.01

272101.0	197386.0	3000	300	25.0	0.1

272101.0	223980.0	4000	300	25.0	1.0

272101.0	203189.0	1000	400	125.0	0.001

272101.0	230340.0	2000	400	125.0	0.01

272101.0	204064.0	3000	400	125.0	0.1

272101.0	242584.0	4000	400	125.0	1.0

272101.0	231465.0	1000	100	1.0	0.001

272101.0	236133.0	2000	100	1.0	0.01

272101.0	204780.0	3000	100	1.0	0.1

272101.0	222814.0	4000	100	1.0	1.0

272101.0	250824.0	1000	200	5.0	0.001

272101.0	205384.0	2000	200	5.0	0.01

272101.0	204202.0	3000	200	5.0	0.1

272101.0	225950.0	4000	200	5.0	1.0

272101.0	227449.0	1000	300	25.0	0.001

272101.0	206463.0	2000	300	25.0	0.01

272101.0	183123.0	3000	300	25.0	0.1

272101.0	220183.0	4000	300	25.0	1.0

272101.0	204600.0	1000	400	125.0	0.001

272101.0	238554.0	2000	400	125.0	0.01

272101.0	192317.0	3000	400	125.0	0.1

272101.0	242268.0	4000	400	125.0	1.0

272101.0	216843.0	1000	100	1.0	0.001

272101.0	203706.0	2000	100	1.0	0.01

272101.0	181996.0	3000	100	1.0	0.1

272101.0	230709.0	4000	100	1.0	1.0

272101.0	235912.0	1000	200	5.0	0.001

272101.0	197851.0	2000	200	5.0	0.01

272101.0	187765.0	3000	200	5.0	0.1

272101.0	223511.0	4000	200	5.0	1.0

272101.0	218234.0	1000	300	25.0	0.001

272101.0	204926.0	2000	300	25.0	0.01

272101.0	191760.0	3000	300	25.0	0.1

272101.0	234419.0	4000	300	25.0	1.0

272101.0	251629.0	1000	400	125.0	0.001

272101.0	200218.0	2000	400	125.0	0.01

272101.0	195556.0	3000	400	125.0	0.1

272101.0	224278.0	4000	400	125.0	1.0

272101.0	242568.0	1000	100	1.0	0.001

272101.0	197754.0	2000	100	1.0	0.01

272101.0	187119.0	3000	100	1.0	0.1

272101.0	228120.0	4000	100	1.0	1.0

272101.0	218470.0	1000	200	5.0	0.001

272101.0	186969.0	2000	200	5.0	0.01

272101.0	226828.0	3000	200	5.0	0.1

272101.0	224847.0	4000	200	5.0	1.0

272101.0	235838.0	1000	300	25.0	0.001

272101.0	190136.0	2000	300	25.0	0.01

272101.0	203898.0	3000	300	25.0	0.1

272101.0	231488.0	4000	300	25.0	1.0

272101.0	224088.0	1000	400	125.0	0.001

272101.0	206604.0	2000	400	125.0	0.01

272101.0	189016.0	3000	400	125.0	0.1

272101.0	242768.0	4000	400	125.0	1.0

272101.0	223927.0	1000	100	1.0	0.001

272101.0	196703.0	2000	100	1.0	0.01

272101.0	178104.0	3000	100	1.0	0.1

272101.0	239482.0	4000	100	1.0	1.0

272101.0	226697.0	1000	200	5.0	0.001

272101.0	221027.0	2000	200	5.0	0.01

272101.0	175389.0	3000	200	5.0	0.1

272101.0	206966.0	4000	200	5.0	1.0

272101.0	211348.0	1000	300	25.0	0.001

272101.0	209079.0	2000	300	25.0	0.01

272101.0	179460.0	3000	300	25.0	0.1

272101.0	218082.0	4000	300	25.0	1.0

272101.0	219467.0	1000	400	125.0	0.001

272101.0	188055.0	2000	400	125.0	0.01

272101.0	194854.0	3000	400	125.0	0.1

272101.0	238137.0	4000	400	125.0	1.0

272101.0	215839.0	1000	100	1.0	0.001

272101.0	221342.0	2000	100	1.0	0.01

272101.0	195168.0	3000	100	1.0	0.1

272101.0	243219.0	4000	100	1.0	1.0

272101.0	249061.0	1000	200	5.0	0.001

272101.0	200480.0	2000	200	5.0	0.01

272101.0	190814.0	3000	200	5.0	0.1

272101.0	235308.0	4000	200	5.0	1.0

272101.0	225768.0	1000	300	25.0	0.001

272101.0	196425.0	2000	300	25.0	0.01

272101.0	191391.0	3000	300	25.0	0.1

272101.0	237789.0	4000	300	25.0	1.0

272101.0	223972.0	1000	400	125.0	0.001

272101.0	223332.0	2000	400	125.0	0.01

272101.0	172856.0	3000	400	125.0	0.1

272101.0	235205.0	4000	400	125.0	1.0

272101.0	237090.0	1000	100	1.0	0.001

272101.0	198925.0	2000	100	1.0	0.01

272101.0	195395.0	3000	100	1.0	0.1

272101.0	208836.0	4000	100	1.0	1.0

272101.0	218698.0	1000	200	5.0	0.001

272101.0	212887.0	2000	200	5.0	0.01

272101.0	184086.0	3000	200	5.0	0.1

272101.0	228851.0	4000	200	5.0	1.0

272101.0	229484.0	1000	300	25.0	0.001

272101.0	194735.0	2000	300	25.0	0.01

272101.0	184531.0	3000	300	25.0	0.1

272101.0	220359.0	4000	300	25.0	1.0

272101.0	207060.0	1000	400	125.0	0.001

272101.0	191036.0	2000	400	125.0	0.01

272101.0	194279.0	3000	400	125.0	0.1

272101.0	228777.0	4000	400	125.0	1.0

272101.0	235424.0	1000	100	1.0	0.001

272101.0	226320.0	2000	100	1.0	0.01

272101.0	192576.0	3000	100	1.0	0.1

272101.0	227535.0	4000	100	1.0	1.0

272101.0	228277.0	1000	200	5.0	0.001

272101.0	227174.0	2000	200	5.0	0.01

272101.0	202687.0	3000	200	5.0	0.1

272101.0	223076.0	4000	200	5.0	1.0

272101.0	237025.0	1000	300	25.0	0.001

272101.0	270305.0	2000	300	25.0	0.01

272101.0	196847.0	3000	300	25.0	0.1

272101.0	251256.0	4000	300	25.0	1.0

272101.0	209093.0	1000	400	125.0	0.001

272101.0	214346.0	2000	400	125.0	0.01

272101.0	189308.0	3000	400	125.0	0.1

272101.0	245649.0	4000	400	125.0	1.0

272101.0	205388.0	1000	100	1.0	0.001

272101.0	200815.0	2000	100	1.0	0.01

272101.0	197982.0	3000	100	1.0	0.1

272101.0	233893.0	4000	100	1.0	1.0

272101.0	223630.0	1000	200	5.0	0.001

272101.0	194359.0	2000	200	5.0	0.01

272101.0	212422.0	3000	200	5.0	0.1

272101.0	216760.0	4000	200	5.0	1.0

272101.0	218937.0	1000	300	25.0	0.001

272101.0	254152.0	2000	300	25.0	0.01

272101.0	168958.0	3000	300	25.0	0.1

272101.0	210926.0	4000	300	25.0	1.0

272101.0	278944.0	1000	400	125.0	0.001

272101.0	211854.0	2000	400	125.0	0.01

272101.0	186153.0	3000	400	125.0	0.1

272101.0	213442.0	4000	400	125.0	1.0

272101.0	284118.0	1000	100	1.0	0.001

272101.0	198918.0	2000	100	1.0	0.01

272101.0	186945.0	3000	100	1.0	0.1

272101.0	230116.0	4000	100	1.0	1.0

272101.0	224900.0	1000	200	5.0	0.001

272101.0	199829.0	2000	200	5.0	0.01

272101.0	201988.0	3000	200	5.0	0.1

272101.0	250820.0	4000	200	5.0	1.0

272101.0	209749.0	1000	300	25.0	0.001

272101.0	190059.0	2000	300	25.0	0.01

272101.0	225546.0	3000	300	25.0	0.1

272101.0	219177.0	4000	300	25.0	1.0

272101.0	239347.0	1000	400	125.0	0.001

272101.0	185507.0	2000	400	125.0	0.01

272101.0	181739.0	3000	400	125.0	0.1

272101.0	242004.0	4000	400	125.0	1.0

272101.0	213404.0	1000	100	1.0	0.001

272101.0	196708.0	2000	100	1.0	0.01

272101.0	177055.0	3000	100	1.0	0.1

272101.0	220813.0	4000	100	1.0	1.0

272101.0	230245.0	1000	200	5.0	0.001

272101.0	211932.0	2000	200	5.0	0.01

272101.0	196477.0	3000	200	5.0	0.1

272101.0	245428.0	4000	200	5.0	1.0

272101.0	206997.0	1000	300	25.0	0.001

272101.0	195352.0	2000	300	25.0	0.01

272101.0	178254.0	3000	300	25.0	0.1

272101.0	292351.0	4000	300	25.0	1.0

272101.0	233961.0	1000	400	125.0	0.001

272101.0	183964.0	2000	400	125.0	0.01

272101.0	194773.0	3000	400	125.0	0.1

272101.0	224444.0	4000	400	125.0	1.0

272101.0	218579.0	1000	100	1.0	0.001

272101.0	196453.0	2000	100	1.0	0.01

272101.0	190475.0	3000	100	1.0	0.1

272101.0	226486.0	4000	100	1.0	1.0

272101.0	245820.0	1000	200	5.0	0.001

272101.0	207534.0	2000	200	5.0	0.01

272101.0	188082.0	3000	200	5.0	0.1

272101.0	213677.0	4000	200	5.0	1.0

272101.0	232279.0	1000	300	25.0	0.001

272101.0	193908.0	2000	300	25.0	0.01

272101.0	204451.0	3000	300	25.0	0.1

272101.0	246678.0	4000	300	25.0	1.0

272101.0	203821.0	1000	400	125.0	0.001

272101.0	196895.0	2000	400	125.0	0.01

272101.0	188196.0	3000	400	125.0	0.1

272101.0	211325.0	4000	400	125.0	1.0

272101.0	227059.0	1000	100	1.0	0.001

272101.0	239737.0	2000	100	1.0	0.01

272101.0	189210.0	3000	100	1.0	0.1

272101.0	247314.0	4000	100	1.0	1.0

272101.0	215932.0	1000	200	5.0	0.001

272101.0	197152.0	2000	200	5.0	0.01

272101.0	200886.0	3000	200	5.0	0.1

272101.0	248968.0	4000	200	5.0	1.0

272101.0	222493.0	1000	300	25.0	0.001

272101.0	203818.0	2000	300	25.0	0.01

272101.0	182947.0	3000	300	25.0	0.1

272101.0	222693.0	4000	300	25.0	1.0

272101.0	223253.0	1000	400	125.0	0.001

272101.0	199351.0	2000	400	125.0	0.01

272101.0	198779.0	3000	400	125.0	0.1

272101.0	244691.0	4000	400	125.0	1.0

272101.0	228832.0	1000	100	1.0	0.001

272101.0	200695.0	2000	100	1.0	0.01

272101.0	183771.0	3000	100	1.0	0.1

272101.0	227323.0	4000	100	1.0	1.0

272101.0	215189.0	1000	200	5.0	0.001

272101.0	251840.0	2000	200	5.0	0.01

272101.0	187642.0	3000	200	5.0	0.1

272101.0	238414.0	4000	200	5.0	1.0

272101.0	239500.0	1000	300	25.0	0.001

272101.0	202934.0	2000	300	25.0	0.01

272101.0	191275.0	3000	300	25.0	0.1

272101.0	226705.0	4000	300	25.0	1.0

272101.0	230228.0	1000	400	125.0	0.001

272101.0	184118.0	2000	400	125.0	0.01

272101.0	186229.0	3000	400	125.0	0.1

272101.0	232531.0	4000	400	125.0	1.0

272101.0	284115.0	1000	100	1.0	0.001

272101.0	216289.0	2000	100	1.0	0.01

272101.0	176145.0	3000	100	1.0	0.1

272101.0	235755.0	4000	100	1.0	1.0

272101.0	221356.0	1000	200	5.0	0.001

272101.0	186183.0	2000	200	5.0	0.01

272101.0	192601.0	3000	200	5.0	0.1

272101.0	217341.0	4000	200	5.0	1.0

272101.0	212642.0	1000	300	25.0	0.001

272101.0	197798.0	2000	300	25.0	0.01

272101.0	218082.0	3000	300	25.0	0.1

272101.0	235972.0	4000	300	25.0	1.0

272101.0	218532.0	1000	400	125.0	0.001

272101.0	206865.0	2000	400	125.0	0.01

272101.0	183715.0	3000	400	125.0	0.1

272101.0	251111.0	4000	400	125.0	1.0

272101.0	212595.0	1000	100	1.0	0.001

272101.0	202132.0	2000	100	1.0	0.01

272101.0	174924.0	3000	100	1.0	0.1

272101.0	263049.0	4000	100	1.0	1.0

272101.0	213219.0	1000	200	5.0	0.001

272101.0	217865.0	2000	200	5.0	0.01

272101.0	177790.0	3000	200	5.0	0.1

272101.0	221741.0	4000	200	5.0	1.0

272101.0	228486.0	1000	300	25.0	0.001

272101.0	197818.0	2000	300	25.0	0.01

272101.0	220930.0	3000	300	25.0	0.1

272101.0	220708.0	4000	300	25.0	1.0

272101.0	231709.0	1000	400	125.0	0.001

272101.0	194109.0	2000	400	125.0	0.01

272101.0	179729.0	3000	400	125.0	0.1

272101.0	240065.0	4000	400	125.0	1.0

272101.0	212358.0	1000	100	1.0	0.001

272101.0	193403.0	2000	100	1.0	0.01

272101.0	188125.0	3000	100	1.0	0.1

272101.0	233317.0	4000	100	1.0	1.0

272101.0	213163.0	1000	200	5.0	0.001

272101.0	199384.0	2000	200	5.0	0.01

272101.0	189522.0	3000	200	5.0	0.1

272101.0	226042.0	4000	200	5.0	1.0

272101.0	223473.0	1000	300	25.0	0.001

272101.0	205375.0	2000	300	25.0	0.01

272101.0	192027.0	3000	300	25.0	0.1

272101.0	242035.0	4000	300	25.0	1.0

272101.0	215640.0	1000	400	125.0	0.001

272101.0	199074.0	2000	400	125.0	0.01

272101.0	221274.0	3000	400	125.0	0.1

272101.0	255546.0	4000	400	125.0	1.0

272101.0	231898.0	1000	100	1.0	0.001

272101.0	213147.0	2000	100	1.0	0.01

272101.0	191062.0	3000	100	1.0	0.1

272101.0	215043.0	4000	100	1.0	1.0

272101.0	234899.0	1000	200	5.0	0.001

272101.0	221317.0	2000	200	5.0	0.01

272101.0	171466.0	3000	200	5.0	0.1

272101.0	219742.0	4000	200	5.0	1.0

272101.0	220742.0	1000	300	25.0	0.001

272101.0	194726.0	2000	300	25.0	0.01

272101.0	196056.0	3000	300	25.0	0.1

272101.0	251545.0	4000	300	25.0	1.0

272101.0	232138.0	1000	400	125.0	0.001

272101.0	198796.0	2000	400	125.0	0.01

272101.0	186430.0	3000	400	125.0	0.1

272101.0	211130.0	4000	400	125.0	1.0

272101.0	232890.0	1000	100	1.0	0.001

272101.0	222202.0	2000	100	1.0	0.01

272101.0	226667.0	3000	100	1.0	0.1

272101.0	231644.0	4000	100	1.0	1.0

272101.0	240007.0	1000	200	5.0	0.001

272101.0	217515.0	2000	200	5.0	0.01

272101.0	192750.0	3000	200	5.0	0.1

272101.0	223337.0	4000	200	5.0	1.0

272101.0	209392.0	1000	300	25.0	0.001

272101.0	191818.0	2000	300	25.0	0.01

272101.0	185969.0	3000	300	25.0	0.1

272101.0	214586.0	4000	300	25.0	1.0

272101.0	235321.0	1000	400	125.0	0.001

272101.0	190559.0	2000	400	125.0	0.01

272101.0	204212.0	3000	400	125.0	0.1

272101.0	240251.0	4000	400	125.0	1.0

272101.0	230573.0	1000	100	1.0	0.001

272101.0	206563.0	2000	100	1.0	0.01

272101.0	180405.0	3000	100	1.0	0.1

272101.0	238159.0	4000	100	1.0	1.0

272101.0	217821.0	1000	200	5.0	0.001

272101.0	202707.0	2000	200	5.0	0.01

272101.0	191073.0	3000	200	5.0	0.1

272101.0	235876.0	4000	200	5.0	1.0

272101.0	228847.0	1000	300	25.0	0.001

272101.0	192659.0	2000	300	25.0	0.01

272101.0	190678.0	3000	300	25.0	0.1

272101.0	232034.0	4000	300	25.0	1.0

272101.0	207099.0	1000	400	125.0	0.001

272101.0	237845.0	2000	400	125.0	0.01

272101.0	186056.0	3000	400	125.0	0.1

272101.0	261613.0	4000	400	125.0	1.0

272101.0	238767.0	1000	100	1.0	0.001

272101.0	256264.0	2000	100	1.0	0.01

272101.0	189097.0	3000	100	1.0	0.1

272101.0	234891.0	4000	100	1.0	1.0

272101.0	218875.0	1000	200	5.0	0.001

272101.0	189109.0	2000	200	5.0	0.01

272101.0	180207.0	3000	200	5.0	0.1

272101.0	243293.0	4000	200	5.0	1.0

